sample_id,region_id,region_rank,scanner_id,file_name,image_id,annotation_id,category_id,category_name,bbox,area,polygon_parts,vertex_count,image_width,image_height,correspondence_basis,bbox_x,bbox_y,bbox_width,bbox_height,bbox_center_x,bbox_center_y,bbox_max_side,bbox_area_pixels,fold
scc_03,scc_03__region_0027,27,nz20,scc_03_nz20.tif,13,294,3,Dermis,"[3575.0,3674.0,2030.0,1136.0]",928763.0,1746,0,5888,6288,within_image_annotation_id_rank,3575.0,3674.0,2030.0,1136.0,4590.0,4242.0,2030.0,2306080.0,1
scc_03,scc_03__region_0027,27,nz210,scc_03_nz210.tif,14,360,3,Dermis,"[3475.0,3914.0,2081.0,1167.0]",981245.5,1746,0,6000,7216,within_image_annotation_id_rank,3475.0,3914.0,2081.0,1167.0,4515.5,4497.5,2081.0,2428527.0,1
scc_03,scc_03__region_0027,27,p1000,scc_03_p1000.tif,12,228,3,Dermis,"[2744.0,5057.0,1039.0,1848.0]",774506.0,1746,0,4482,10859,within_image_annotation_id_rank,2744.0,5057.0,1039.0,1848.0,3263.5,5981.0,1848.0,1920072.0,1
scc_03,scc_03__region_0028,28,cs2,scc_03_cs2.tif,11,163,11,SCC,"[149.0,2531.0,4018.0,2884.0]",7083342.5,9912,0,5062,5542,within_image_annotation_id_rank,149.0,2531.0,4018.0,2884.0,2158.0,3973.0,4018.0,11587912.0,1
scc_03,scc_03__region_0028,28,gt450,scc_03_gt450.tif,15,427,11,SCC,"[620.0,2529.0,3872.0,2776.0]",6572161.5,9912,0,5643,5493,within_image_annotation_id_rank,620.0,2529.0,3872.0,2776.0,2556.0,3917.0,3872.0,10748672.0,1
scc_03,scc_03__region_0028,28,nz20,scc_03_nz20.tif,13,295,11,SCC,"[429.0,2964.0,4500.0,3203.0]",8823413.5,9912,0,5888,6288,within_image_annotation_id_rank,429.0,2964.0,4500.0,3203.0,2679.0,4565.5,4500.0,14413500.0,1
scc_03,scc_03__region_0028,28,nz210,scc_03_nz210.tif,14,361,11,SCC,"[252.0,3169.0,4606.0,3309.0]",9320932.5,9912,0,6000,7216,within_image_annotation_id_rank,252.0,3169.0,4606.0,3309.0,2555.0,4823.5,4606.0,15241254.0,1
scc_03,scc_03__region_0028,28,p1000,scc_03_p1000.tif,12,229,11,SCC,"[2091.0,5675.0,2935.0,4092.0]",7357398.0,9912,0,4482,10859,within_image_annotation_id_rank,2091.0,5675.0,2935.0,4092.0,3558.5,7721.0,4092.0,12010020.0,1
scc_03,scc_03__region_0029,29,cs2,scc_03_cs2.tif,11,164,4,Epidermis,"[1218.0,4663.0,314.0,174.0]",9975.0,150,0,5062,5542,within_image_annotation_id_rank,1218.0,4663.0,314.0,174.0,1375.0,4750.0,314.0,54636.0,1
scc_03,scc_03__region_0029,29,gt450,scc_03_gt450.tif,15,428,4,Epidermis,"[1648.0,4581.0,303.0,167.0]",9221.5,150,0,5643,5493,within_image_annotation_id_rank,1648.0,4581.0,303.0,167.0,1799.5,4664.5,303.0,50601.0,1
scc_03,scc_03__region_0029,29,nz20,scc_03_nz20.tif,13,296,4,Epidermis,"[1631.0,5339.0,351.0,192.0]",12419.0,150,0,5888,6288,within_image_annotation_id_rank,1631.0,5339.0,351.0,192.0,1806.5,5435.0,351.0,67392.0,1
scc_03,scc_03__region_0029,29,nz210,scc_03_nz210.tif,14,362,4,Epidermis,"[1476.0,5616.0,359.0,199.0]",13039.0,150,0,6000,7216,within_image_annotation_id_rank,1476.0,5616.0,359.0,199.0,1655.5,5715.5,359.0,71441.0,1
scc_03,scc_03__region_0029,29,p1000,scc_03_p1000.tif,12,230,4,Epidermis,"[4266.0,8358.0,176.0,320.0]",10367.5,150,0,4482,10859,within_image_annotation_id_rank,4266.0,8358.0,176.0,320.0,4354.0,8518.0,320.0,56320.0,1
scc_03,scc_03__region_0030,30,cs2,scc_03_cs2.tif,11,165,4,Epidermis,"[3730.0,4648.0,374.0,390.0]",78418.0,340,0,5062,5542,within_image_annotation_id_rank,3730.0,4648.0,374.0,390.0,3917.0,4843.0,390.0,145860.0,1
scc_03,scc_03__region_0030,30,gt450,scc_03_gt450.tif,15,429,4,Epidermis,"[4070.0,4567.0,361.0,375.0]",72827.0,340,0,5643,5493,within_image_annotation_id_rank,4070.0,4567.0,361.0,375.0,4250.5,4754.5,375.0,135375.0,1
scc_03,scc_03__region_0030,30,nz20,scc_03_nz20.tif,13,297,4,Epidermis,"[4440.0,5310.0,420.0,434.0]",97665.5,340,0,5888,6288,within_image_annotation_id_rank,4440.0,5310.0,420.0,434.0,4650.0,5527.0,434.0,182280.0,1
scc_03,scc_03__region_0030,30,nz210,scc_03_nz210.tif,14,363,4,Epidermis,"[4356.0,5600.0,429.0,447.0]",103173.5,340,0,6000,7216,within_image_annotation_id_rank,4356.0,5600.0,429.0,447.0,4570.5,5823.5,447.0,191763.0,1
scc_03,scc_03__region_0030,30,p1000,scc_03_p1000.tif,12,231,4,Epidermis,"[4242.0,5739.0,397.0,381.0]",81399.5,340,0,4482,10859,within_image_annotation_id_rank,4242.0,5739.0,397.0,381.0,4440.5,5929.5,397.0,151257.0,1
scc_03,scc_03__region_0031,31,cs2,scc_03_cs2.tif,11,166,11,SCC,"[2740.0,2349.0,761.0,363.0]",120858.0,976,0,5062,5542,within_image_annotation_id_rank,2740.0,2349.0,761.0,363.0,3120.5,2530.5,761.0,276243.0,1
scc_03,scc_03__region_0031,31,gt450,scc_03_gt450.tif,15,430,11,SCC,"[3118.0,2354.0,734.0,350.0]",112174.0,976,0,5643,5493,within_image_annotation_id_rank,3118.0,2354.0,734.0,350.0,3485.0,2529.0,734.0,256900.0,1
scc_03,scc_03__region_0031,31,nz20,scc_03_nz20.tif,13,298,11,SCC,"[3324.0,2754.0,851.0,404.0]",150526.0,976,0,5888,6288,within_image_annotation_id_rank,3324.0,2754.0,851.0,404.0,3749.5,2956.0,851.0,343804.0,1
scc_03,scc_03__region_0031,31,nz210,scc_03_nz210.tif,14,364,11,SCC,"[3224.0,2961.0,872.0,417.0]",159017.5,976,0,6000,7216,within_image_annotation_id_rank,3224.0,2961.0,872.0,417.0,3660.0,3169.5,872.0,363624.0,1
scc_03,scc_03__region_0031,31,p1000,scc_03_p1000.tif,12,232,11,SCC,"[1900.0,6355.0,370.0,775.0]",125600.5,976,0,4482,10859,within_image_annotation_id_rank,1900.0,6355.0,370.0,775.0,2085.0,6742.5,775.0,286750.0,1
scc_03,scc_03__region_0032,32,cs2,scc_03_cs2.tif,11,167,4,Epidermis,"[3387.0,2372.0,139.0,117.0]",9273.5,170,0,5062,5542,within_image_annotation_id_rank,3387.0,2372.0,139.0,117.0,3456.5,2430.5,139.0,16263.0,1
scc_03,scc_03__region_0032,32,gt450,scc_03_gt450.tif,15,431,4,Epidermis,"[3742.0,2377.0,134.0,112.0]",8586.5,170,0,5643,5493,within_image_annotation_id_rank,3742.0,2377.0,134.0,112.0,3809.0,2433.0,134.0,15008.0,1
scc_03,scc_03__region_0032,32,nz20,scc_03_nz20.tif,13,299,4,Epidermis,"[4047.0,2777.0,156.0,130.0]",11517.0,170,0,5888,6288,within_image_annotation_id_rank,4047.0,2777.0,156.0,130.0,4125.0,2842.0,156.0,20280.0,1
scc_03,scc_03__region_0032,32,nz210,scc_03_nz210.tif,14,365,4,Epidermis,"[3965.0,2988.0,160.0,134.0]",12164.0,170,0,6000,7216,within_image_annotation_id_rank,3965.0,2988.0,160.0,134.0,4045.0,3055.0,160.0,21440.0,1
scc_03,scc_03__region_0032,32,p1000,scc_03_p1000.tif,12,233,4,Epidermis,"[1922.0,6330.0,119.0,142.0]",9596.0,170,0,4482,10859,within_image_annotation_id_rank,1922.0,6330.0,119.0,142.0,1981.5,6401.0,142.0,16898.0,1
scc_03,scc_03__region_0033,33,cs2,scc_03_cs2.tif,11,168,4,Epidermis,"[4018.0,277.0,285.0,718.0]",42415.5,494,0,5062,5542,within_image_annotation_id_rank,4018.0,277.0,285.0,718.0,4160.5,636.0,718.0,204630.0,1
scc_03,scc_03__region_0033,33,gt450,scc_03_gt450.tif,15,432,4,Epidermis,"[4352.0,361.0,275.0,690.0]",39315.5,494,0,5643,5493,within_image_annotation_id_rank,4352.0,361.0,275.0,690.0,4489.5,706.0,690.0,189750.0,1
scc_03,scc_03__region_0033,33,nz20,scc_03_nz20.tif,13,300,4,Epidermis,"[4747.0,441.0,317.0,799.0]",52754.5,494,0,5888,6288,within_image_annotation_id_rank,4747.0,441.0,317.0,799.0,4905.5,840.5,799.0,253283.0,1
scc_03,scc_03__region_0033,33,nz210,scc_03_nz210.tif,14,366,4,Epidermis,"[4691.0,584.0,327.0,824.0]",55848.0,494,0,6000,7216,within_image_annotation_id_rank,4691.0,584.0,327.0,824.0,4854.5,996.0,824.0,269448.0,1
scc_03,scc_03__region_0033,33,p1000,scc_03_p1000.tif,12,234,4,Epidermis,"[-217.0,5540.0,731.0,291.0]",44036.0,494,0,4482,10859,within_image_annotation_id_rank,-217.0,5540.0,731.0,291.0,148.5,5685.5,731.0,212721.0,1
scc_03,scc_03__region_0034,34,cs2,scc_03_cs2.tif,11,169,4,Epidermis,"[3645.0,69.0,381.0,202.0]",25114.0,424,0,5062,5542,within_image_annotation_id_rank,3645.0,69.0,381.0,202.0,3835.5,170.0,381.0,76962.0,1
scc_03,scc_03__region_0034,34,gt450,scc_03_gt450.tif,15,433,4,Epidermis,"[3993.0,161.0,368.0,194.0]",23256.5,424,0,5643,5493,within_image_annotation_id_rank,3993.0,161.0,368.0,194.0,4177.0,258.0,368.0,71392.0,1
scc_03,scc_03__region_0034,34,nz20,scc_03_nz20.tif,13,301,4,Epidermis,"[4327.0,212.0,427.0,224.0]",31300.5,424,0,5888,6288,within_image_annotation_id_rank,4327.0,212.0,427.0,224.0,4540.5,324.0,427.0,95648.0,1
scc_03,scc_03__region_0034,34,nz210,scc_03_nz210.tif,14,367,4,Epidermis,"[4264.0,346.0,437.0,232.0]",33105.5,424,0,6000,7216,within_image_annotation_id_rank,4264.0,346.0,437.0,232.0,4482.5,462.0,437.0,101384.0,1
scc_03,scc_03__region_0034,34,p1000,scc_03_p1000.tif,12,235,4,Epidermis,"[-427.0,5822.0,205.0,388.0]",26020.0,424,0,4482,10859,within_image_annotation_id_rank,-427.0,5822.0,205.0,388.0,-324.5,6016.0,388.0,79540.0,1
scc_03,scc_03__region_0035,35,cs2,scc_03_cs2.tif,11,170,11,SCC,"[1067.0,1815.0,69.0,56.0]",2897.5,46,0,5062,5542,within_image_annotation_id_rank,1067.0,1815.0,69.0,56.0,1101.5,1843.0,69.0,3864.0,1
scc_03,scc_03__region_0035,35,gt450,scc_03_gt450.tif,15,434,11,SCC,"[1506.0,1840.0,67.0,54.0]",2719.0,46,0,5643,5493,within_image_annotation_id_rank,1506.0,1840.0,67.0,54.0,1539.5,1867.0,67.0,3618.0,1
scc_03,scc_03__region_0035,35,nz20,scc_03_nz20.tif,13,302,11,SCC,"[1451.0,2167.0,77.0,63.0]",3617.5,46,0,5888,6288,within_image_annotation_id_rank,1451.0,2167.0,77.0,63.0,1489.5,2198.5,77.0,4851.0,1
scc_03,scc_03__region_0035,35,nz210,scc_03_nz210.tif,14,368,11,SCC,"[1306.0,2347.0,79.0,64.0]",3811.5,46,0,6000,7216,within_image_annotation_id_rank,1306.0,2347.0,79.0,64.0,1345.5,2379.0,79.0,5056.0,1
scc_03,scc_03__region_0035,35,p1000,scc_03_p1000.tif,12,236,11,SCC,"[1361.0,8764.0,57.0,70.0]",3012.0,46,0,4482,10859,within_image_annotation_id_rank,1361.0,8764.0,57.0,70.0,1389.5,8799.0,70.0,3990.0,1
scc_03,scc_03__region_0036,36,cs2,scc_03_cs2.tif,11,171,11,SCC,"[1117.0,1794.0,86.0,52.0]",2767.5,50,0,5062,5542,within_image_annotation_id_rank,1117.0,1794.0,86.0,52.0,1160.0,1820.0,86.0,4472.0,1
scc_03,scc_03__region_0036,36,gt450,scc_03_gt450.tif,15,435,11,SCC,"[1554.0,1820.0,83.0,50.0]",2554.0,50,0,5643,5493,within_image_annotation_id_rank,1554.0,1820.0,83.0,50.0,1595.5,1845.0,83.0,4150.0,1
scc_03,scc_03__region_0036,36,nz20,scc_03_nz20.tif,13,303,11,SCC,"[1506.0,2144.0,96.0,57.0]",3413.5,50,0,5888,6288,within_image_annotation_id_rank,1506.0,2144.0,96.0,57.0,1554.0,2172.5,96.0,5472.0,1
scc_03,scc_03__region_0036,36,nz210,scc_03_nz210.tif,14,369,11,SCC,"[1363.0,2324.0,99.0,59.0]",3618.5,50,0,6000,7216,within_image_annotation_id_rank,1363.0,2324.0,99.0,59.0,1412.5,2353.5,99.0,5841.0,1
scc_03,scc_03__region_0036,36,p1000,scc_03_p1000.tif,12,237,11,SCC,"[1340.0,8695.0,52.0,88.0]",2862.0,50,0,4482,10859,within_image_annotation_id_rank,1340.0,8695.0,52.0,88.0,1366.0,8739.0,88.0,4576.0,1
scc_03,scc_03__region_0037,37,cs2,scc_03_cs2.tif,11,172,11,SCC,"[1196.0,1781.0,27.0,33.0]",623.0,38,0,5062,5542,within_image_annotation_id_rank,1196.0,1781.0,27.0,33.0,1209.5,1797.5,33.0,891.0,1
scc_03,scc_03__region_0037,37,gt450,scc_03_gt450.tif,15,436,11,SCC,"[1630.0,1807.0,27.0,32.0]",593.5,38,0,5643,5493,within_image_annotation_id_rank,1630.0,1807.0,27.0,32.0,1643.5,1823.0,32.0,864.0,1
scc_03,scc_03__region_0037,37,nz20,scc_03_nz20.tif,13,304,11,SCC,"[1594.0,2130.0,31.0,36.0]",796.5,38,0,5888,6288,within_image_annotation_id_rank,1594.0,2130.0,31.0,36.0,1609.5,2148.0,36.0,1116.0,1
scc_03,scc_03__region_0037,37,nz210,scc_03_nz210.tif,14,370,11,SCC,"[1453.0,2309.0,32.0,38.0]",847.0,38,0,6000,7216,within_image_annotation_id_rank,1453.0,2309.0,32.0,38.0,1469.0,2328.0,38.0,1216.0,1
scc_03,scc_03__region_0037,37,p1000,scc_03_p1000.tif,12,238,11,SCC,"[1326.0,8675.0,34.0,28.0]",671.5,38,0,4482,10859,within_image_annotation_id_rank,1326.0,8675.0,34.0,28.0,1343.0,8689.0,34.0,952.0,1
scc_03,scc_03__region_0038,38,cs2,scc_03_cs2.tif,11,173,11,SCC,"[1076.0,1625.0,106.0,71.0]",5992.0,58,0,5062,5542,within_image_annotation_id_rank,1076.0,1625.0,106.0,71.0,1129.0,1660.5,106.0,7526.0,1
scc_03,scc_03__region_0038,38,gt450,scc_03_gt450.tif,15,437,11,SCC,"[1515.0,1658.0,102.0,68.0]",5541.5,58,0,5643,5493,within_image_annotation_id_rank,1515.0,1658.0,102.0,68.0,1566.0,1692.0,102.0,6936.0,1
scc_03,scc_03__region_0038,38,nz20,scc_03_nz20.tif,13,305,11,SCC,"[1460.0,1956.0,118.0,79.0]",7440.5,58,0,5888,6288,within_image_annotation_id_rank,1460.0,1956.0,118.0,79.0,1519.0,1995.5,118.0,9322.0,1
scc_03,scc_03__region_0038,38,nz210,scc_03_nz210.tif,14,371,11,SCC,"[1316.0,2130.0,121.0,81.0]",7858.5,58,0,6000,7216,within_image_annotation_id_rank,1316.0,2130.0,121.0,81.0,1376.5,2170.5,121.0,9801.0,1
scc_03,scc_03__region_0038,38,p1000,scc_03_p1000.tif,12,239,11,SCC,"[1168.0,8717.0,72.0,108.0]",6209.0,58,0,4482,10859,within_image_annotation_id_rank,1168.0,8717.0,72.0,108.0,1204.0,8771.0,108.0,7776.0,1
scc_03,scc_03__region_0039,39,cs2,scc_03_cs2.tif,11,174,11,SCC,"[1050.0,1552.0,81.0,69.0]",3907.5,50,0,5062,5542,within_image_annotation_id_rank,1050.0,1552.0,81.0,69.0,1090.5,1586.5,81.0,5589.0,1
scc_03,scc_03__region_0039,39,gt450,scc_03_gt450.tif,15,438,11,SCC,"[1490.0,1587.0,78.0,67.0]",3663.0,50,0,5643,5493,within_image_annotation_id_rank,1490.0,1587.0,78.0,67.0,1529.0,1620.5,78.0,5226.0,1
scc_03,scc_03__region_0039,39,nz20,scc_03_nz20.tif,13,306,11,SCC,"[1430.0,1875.0,91.0,77.0]",4879.0,50,0,5888,6288,within_image_annotation_id_rank,1430.0,1875.0,91.0,77.0,1475.5,1913.5,91.0,7007.0,1
scc_03,scc_03__region_0039,39,nz210,scc_03_nz210.tif,14,372,11,SCC,"[1287.0,2046.0,93.0,79.0]",5165.0,50,0,6000,7216,within_image_annotation_id_rank,1287.0,2046.0,93.0,79.0,1333.5,2085.5,93.0,7347.0,1
scc_03,scc_03__region_0039,39,p1000,scc_03_p1000.tif,12,240,11,SCC,"[1093.0,8769.0,71.0,82.0]",4084.5,50,0,4482,10859,within_image_annotation_id_rank,1093.0,8769.0,71.0,82.0,1128.5,8810.0,82.0,5822.0,1
scc_03,scc_03__region_0040,40,cs2,scc_03_cs2.tif,11,175,11,SCC,"[1153.0,1582.0,212.0,137.0]",16156.5,96,0,5062,5542,within_image_annotation_id_rank,1153.0,1582.0,212.0,137.0,1259.0,1650.5,212.0,29044.0,1
scc_03,scc_03__region_0040,40,gt450,scc_03_gt450.tif,15,439,11,SCC,"[1589.0,1616.0,205.0,132.0]",15018.5,96,0,5643,5493,within_image_annotation_id_rank,1589.0,1616.0,205.0,132.0,1691.5,1682.0,205.0,27060.0,1
scc_03,scc_03__region_0040,40,nz20,scc_03_nz20.tif,13,307,11,SCC,"[1545.0,1908.0,238.0,152.0]",20202.5,96,0,5888,6288,within_image_annotation_id_rank,1545.0,1908.0,238.0,152.0,1664.0,1984.0,238.0,36176.0,1
scc_03,scc_03__region_0040,40,nz210,scc_03_nz210.tif,14,373,11,SCC,"[1404.0,2080.0,244.0,157.0]",21303.0,96,0,6000,7216,within_image_annotation_id_rank,1404.0,2080.0,244.0,157.0,1526.0,2158.5,244.0,38308.0,1
scc_03,scc_03__region_0040,40,p1000,scc_03_p1000.tif,12,241,11,SCC,"[1123.0,8530.0,139.0,217.0]",16770.0,96,0,4482,10859,within_image_annotation_id_rank,1123.0,8530.0,139.0,217.0,1192.5,8638.5,217.0,30163.0,1
scc_03,scc_03__region_0041,41,cs2,scc_03_cs2.tif,11,176,11,SCC,"[1303.0,1830.0,149.0,76.0]",5729.0,78,0,5062,5542,within_image_annotation_id_rank,1303.0,1830.0,149.0,76.0,1377.5,1868.0,149.0,11324.0,1
scc_03,scc_03__region_0041,41,gt450,scc_03_gt450.tif,15,440,11,SCC,"[1733.0,1854.0,144.0,74.0]",5339.5,78,0,5643,5493,within_image_annotation_id_rank,1733.0,1854.0,144.0,74.0,1805.0,1891.0,144.0,10656.0,1
scc_03,scc_03__region_0041,41,nz20,scc_03_nz20.tif,13,308,11,SCC,"[1714.0,2183.0,167.0,85.0]",7179.0,78,0,5888,6288,within_image_annotation_id_rank,1714.0,2183.0,167.0,85.0,1797.5,2225.5,167.0,14195.0,1
scc_03,scc_03__region_0041,41,nz210,scc_03_nz210.tif,14,374,11,SCC,"[1576.0,2364.0,172.0,88.0]",7618.5,78,0,6000,7216,within_image_annotation_id_rank,1576.0,2364.0,172.0,88.0,1662.0,2408.0,172.0,15136.0,1
scc_03,scc_03__region_0041,41,p1000,scc_03_p1000.tif,12,242,11,SCC,"[1375.0,8442.0,78.0,152.0]",6003.5,78,0,4482,10859,within_image_annotation_id_rank,1375.0,8442.0,78.0,152.0,1414.0,8518.0,152.0,11856.0,1
scc_03,scc_03__region_0042,42,cs2,scc_03_cs2.tif,11,177,11,SCC,"[2537.0,1734.0,278.0,282.0]",43779.5,70,0,5062,5542,within_image_annotation_id_rank,2537.0,1734.0,278.0,282.0,2676.0,1875.0,282.0,78396.0,1
scc_03,scc_03__region_0042,42,gt450,scc_03_gt450.tif,15,441,11,SCC,"[2923.0,1762.0,268.0,272.0]",40708.0,70,0,5643,5493,within_image_annotation_id_rank,2923.0,1762.0,268.0,272.0,3057.0,1898.0,272.0,72896.0,1
scc_03,scc_03__region_0042,42,nz20,scc_03_nz20.tif,13,309,11,SCC,"[3095.0,2070.0,310.0,314.0]",54530.0,70,0,5888,6288,within_image_annotation_id_rank,3095.0,2070.0,310.0,314.0,3250.0,2227.0,314.0,97340.0,1
scc_03,scc_03__region_0042,42,nz210,scc_03_nz210.tif,14,375,11,SCC,"[2992.0,2255.0,318.0,324.0]",57689.5,70,0,6000,7216,within_image_annotation_id_rank,2992.0,2255.0,318.0,324.0,3151.0,2417.0,324.0,103032.0,1
scc_03,scc_03__region_0042,42,p1000,scc_03_p1000.tif,12,243,11,SCC,"[1273.0,7054.0,288.0,283.0]",45495.0,70,0,4482,10859,within_image_annotation_id_rank,1273.0,7054.0,288.0,283.0,1417.0,7195.5,288.0,81504.0,1
scc_03,scc_03__region_0043,43,cs2,scc_03_cs2.tif,11,178,5,Subcutis,"[705.0,2171.0,189.0,242.0]",20297.5,290,0,5062,5542,within_image_annotation_id_rank,705.0,2171.0,189.0,242.0,799.5,2292.0,242.0,45738.0,1
scc_03,scc_03__region_0043,43,gt450,scc_03_gt450.tif,15,442,5,Subcutis,"[1156.0,2183.0,183.0,233.0]",18879.0,290,0,5643,5493,within_image_annotation_id_rank,1156.0,2183.0,183.0,233.0,1247.5,2299.5,233.0,42639.0,1
scc_03,scc_03__region_0043,43,nz20,scc_03_nz20.tif,13,310,5,Subcutis,"[1047.0,2565.0,211.0,270.0]",25351.0,290,0,5888,6288,within_image_annotation_id_rank,1047.0,2565.0,211.0,270.0,1152.5,2700.0,270.0,56970.0,1
scc_03,scc_03__region_0043,43,nz210,scc_03_nz210.tif,14,376,5,Subcutis,"[890.0,2756.0,217.0,278.0]",26729.5,290,0,6000,7216,within_image_annotation_id_rank,890.0,2756.0,217.0,278.0,998.5,2895.0,278.0,60326.0,1
scc_03,scc_03__region_0043,43,p1000,scc_03_p1000.tif,12,244,5,Subcutis,"[1725.0,9010.0,248.0,192.0]",21143.5,290,0,4482,10859,within_image_annotation_id_rank,1725.0,9010.0,248.0,192.0,1849.0,9106.0,248.0,47616.0,1
scc_03,scc_03__region_0044,44,cs2,scc_03_cs2.tif,11,179,5,Subcutis,"[833.0,2112.0,133.0,92.0]",4407.0,126,0,5062,5542,within_image_annotation_id_rank,833.0,2112.0,133.0,92.0,899.5,2158.0,133.0,12236.0,1
scc_03,scc_03__region_0044,44,gt450,scc_03_gt450.tif,15,443,5,Subcutis,"[1280.0,2126.0,128.0,89.0]",4124.0,126,0,5643,5493,within_image_annotation_id_rank,1280.0,2126.0,128.0,89.0,1344.0,2170.5,128.0,11392.0,1
scc_03,scc_03__region_0044,44,nz20,scc_03_nz20.tif,13,311,5,Subcutis,"[1190.0,2500.0,149.0,102.0]",5523.5,126,0,5888,6288,within_image_annotation_id_rank,1190.0,2500.0,149.0,102.0,1264.5,2551.0,149.0,15198.0,1
scc_03,scc_03__region_0044,44,nz210,scc_03_nz210.tif,14,377,5,Subcutis,"[1037.0,2689.0,153.0,105.0]",5849.5,126,0,6000,7216,within_image_annotation_id_rank,1037.0,2689.0,153.0,105.0,1113.5,2741.5,153.0,16065.0,1
scc_03,scc_03__region_0044,44,p1000,scc_03_p1000.tif,12,245,5,Subcutis,"[1665.0,8936.0,94.0,136.0]",4608.5,126,0,4482,10859,within_image_annotation_id_rank,1665.0,8936.0,94.0,136.0,1712.0,9004.0,136.0,12784.0,1
scc_03,scc_03__region_0045,45,cs2,scc_03_cs2.tif,11,180,5,Subcutis,"[893.0,2052.0,176.0,238.0]",18259.5,472,0,5062,5542,within_image_annotation_id_rank,893.0,2052.0,176.0,238.0,981.0,2171.0,238.0,41888.0,1
scc_03,scc_03__region_0045,45,gt450,scc_03_gt450.tif,15,444,5,Subcutis,"[1338.0,2068.0,169.0,229.0]",16927.5,472,0,5643,5493,within_image_annotation_id_rank,1338.0,2068.0,169.0,229.0,1422.5,2182.5,229.0,38701.0,1
scc_03,scc_03__region_0045,45,nz20,scc_03_nz20.tif,13,312,5,Subcutis,"[1256.0,2432.0,198.0,265.0]",22747.0,472,0,5888,6288,within_image_annotation_id_rank,1256.0,2432.0,198.0,265.0,1355.0,2564.5,265.0,52470.0,1
scc_03,scc_03__region_0045,45,nz210,scc_03_nz210.tif,14,378,5,Subcutis,"[1106.0,2619.0,202.0,273.0]",23995.0,472,0,6000,7216,within_image_annotation_id_rank,1106.0,2619.0,202.0,273.0,1207.0,2755.5,273.0,55146.0,1
scc_03,scc_03__region_0045,45,p1000,scc_03_p1000.tif,12,246,5,Subcutis,"[1603.0,8832.0,243.0,179.0]",18947.0,472,0,4482,10859,within_image_annotation_id_rank,1603.0,8832.0,243.0,179.0,1724.5,8921.5,243.0,43497.0,1
scc_03,scc_03__region_0046,46,cs2,scc_03_cs2.tif,11,181,5,Subcutis,"[947.0,1971.0,236.0,219.0]",13875.0,354,0,5062,5542,within_image_annotation_id_rank,947.0,1971.0,236.0,219.0,1065.0,2080.5,236.0,51684.0,1
scc_03,scc_03__region_0046,46,gt450,scc_03_gt450.tif,15,445,5,Subcutis,"[1390.0,1990.0,227.0,211.0]",12860.0,354,0,5643,5493,within_image_annotation_id_rank,1390.0,1990.0,227.0,211.0,1503.5,2095.5,227.0,47897.0,1
scc_03,scc_03__region_0046,46,nz20,scc_03_nz20.tif,13,313,5,Subcutis,"[1317.0,2342.0,264.0,243.0]",17298.0,354,0,5888,6288,within_image_annotation_id_rank,1317.0,2342.0,264.0,243.0,1449.0,2463.5,264.0,64152.0,1
scc_03,scc_03__region_0046,46,nz210,scc_03_nz210.tif,14,379,5,Subcutis,"[1168.0,2526.0,270.0,252.0]",18278.5,354,0,6000,7216,within_image_annotation_id_rank,1168.0,2526.0,270.0,252.0,1303.0,2652.0,270.0,68040.0,1
scc_03,scc_03__region_0046,46,p1000,scc_03_p1000.tif,12,247,5,Subcutis,"[1521.0,8716.0,223.0,239.0]",14389.5,354,0,4482,10859,within_image_annotation_id_rank,1521.0,8716.0,223.0,239.0,1632.5,8835.5,239.0,53297.0,1
scc_03,scc_03__region_0047,47,cs2,scc_03_cs2.tif,11,182,5,Subcutis,"[884.0,1916.0,469.0,313.0]",36078.5,850,0,5062,5542,within_image_annotation_id_rank,884.0,1916.0,469.0,313.0,1118.5,2072.5,469.0,146797.0,1
scc_03,scc_03__region_0047,47,gt450,scc_03_gt450.tif,15,446,5,Subcutis,"[1330.0,1937.0,452.0,301.0]",33497.5,850,0,5643,5493,within_image_annotation_id_rank,1330.0,1937.0,452.0,301.0,1556.0,2087.5,452.0,136052.0,1
scc_03,scc_03__region_0047,47,nz20,scc_03_nz20.tif,13,314,5,Subcutis,"[1247.0,2279.0,525.0,348.0]",45032.5,850,0,5888,6288,within_image_annotation_id_rank,1247.0,2279.0,525.0,348.0,1509.5,2453.0,525.0,182700.0,1
scc_03,scc_03__region_0047,47,nz210,scc_03_nz210.tif,14,380,5,Subcutis,"[1096.0,2463.0,538.0,359.0]",47588.0,850,0,6000,7216,within_image_annotation_id_rank,1096.0,2463.0,538.0,359.0,1365.0,2642.5,538.0,193142.0,1
scc_03,scc_03__region_0047,47,p1000,scc_03_p1000.tif,12,248,5,Subcutis,"[1463.0,8542.0,319.0,478.0]",37516.0,850,0,4482,10859,within_image_annotation_id_rank,1463.0,8542.0,319.0,478.0,1622.5,8781.0,478.0,152482.0,1
scc_03,scc_03__region_0048,48,cs2,scc_03_cs2.tif,11,183,5,Subcutis,"[1299.0,1914.0,84.0,208.0]",9097.5,122,0,5062,5542,within_image_annotation_id_rank,1299.0,1914.0,84.0,208.0,1341.0,2018.0,208.0,17472.0,1
